"","x"
"185","cg06199750"
"186","cg09126090"
"187","cg11521998"
"188","cg25880288"
"189","cg25010770"
"190","cg10756715"
"191","cg09061216"
"192","cg24090393"
"193","cg05642789"
"194","cg08231710"
"195","cg22082145"
"196","cg04105726"
"197","cg20251225"
"198","cg20462449"
"199","cg20999797"
"200","cg21580588"
"201","cg26342907"
"202","cg10388316"
"203","cg25877525"
"204","cg02769781"
"205","cg13461447"
"206","cg01821754"
"207","cg15827003"
"208","cg09809474"
"209","cg16926213"
"210","cg06443644"
"211","cg23473962"
"212","cg22718050"
"213","cg10943191"
"214","cg08134829"
"215","cg01428437"
"216","cg03547078"
"217","cg11649821"
"218","cg14839558"
"219","cg15028578"
"220","cg13111532"
"221","cg11528033"
"222","cg22619719"
"223","cg05757448"
"224","cg15151929"
"225","cg11946378"
"226","cg24317585"
"227","cg22817993"
"228","cg11808581"
"229","cg14974223"
"230","cg10837110"
"231","cg05654059"
"232","cg00400948"
"233","cg00889627"
"234","cg26903053"
"235","cg09767587"
"236","cg11345323"
"237","cg17740743"
"238","cg12391964"
"239","cg03734700"
"240","cg26221719"
"241","cg22332100"
"242","cg24715732"
"243","cg14171824"
"244","cg01970427"
"245","cg06757383"
"246","cg26252027"
"247","cg26561349"
"248","cg02300356"
"249","cg09322616"
"250","cg03599988"
"251","cg18803110"
"252","cg15550572"
"253","cg24054683"
"254","cg19928739"
"255","cg22942532"
"256","cg15575834"
"257","cg10313879"
"258","cg07029226"
"259","cg15468976"
"260","cg17025688"
"261","cg25768250"
"262","cg05337761"
"263","cg18397998"
"264","cg05873145"
"265","cg27312944"
"266","cg25139754"
"267","cg16296290"
"268","cg26031954"
"269","cg18565264"
"270","cg15451548"
"271","cg13400516"
"272","cg27536187"
"273","cg06382459"
"274","cg05052194"
"275","cg05156582"
"276","cg02050917"
"277","cg26605914"
"278","cg08468599"
"279","cg21442419"
"280","cg06087623"
"281","cg18235167"
"282","cg12473697"
"283","cg15007228"
"284","cg13488570"
"285","cg26332488"
"286","cg26017930"
"287","cg08703055"
"288","cg16175479"
"289","cg02237208"
"290","cg27222162"
"291","cg22708961"
"292","cg12131894"
"293","cg26026567"
"294","cg15527356"
"295","cg20406347"
"296","cg07087919"
"297","cg08130630"
"298","cg18860787"
"299","cg17444015"
"300","cg04559183"
"301","cg18435782"
"302","cg03960390"
"303","cg10238603"
"304","cg08363574"
"305","cg23812581"
"306","cg14657417"
"307","cg22428961"
"308","cg03043663"
"309","cg24196923"
"310","cg02573276"
"311","cg16355231"
"312","cg14373988"
"313","cg24439334"
"314","cg23626733"
"315","cg06749803"
"316","cg22388472"
"317","cg25730685"
"318","cg16691821"
"319","cg00157179"
"320","cg11390151"
"321","cg04341153"
"322","cg01022121"
"323","cg07821364"
"324","cg17820022"
"325","cg10219816"
"326","cg05962079"
"327","cg15824094"
"328","cg16031338"
"329","cg26783079"
"330","cg12644668"
"331","cg06350196"
"332","cg15574442"
"333","cg25140345"
"334","cg08471814"
"335","cg20003329"
"336","cg10321120"
"337","cg17797446"
"338","cg09245989"
"339","cg27173245"
"340","cg09827752"
"341","cg05392440"
"342","cg17099671"
"343","cg16599266"
"344","cg12100411"
"345","cg10709027"
"346","cg24002071"
"347","cg10314909"
"348","cg24688471"
"349","cg14510359"
"350","cg11677857"
"351","cg04995493"
"352","cg10117795"
"353","cg26331160"
"354","cg24074480"
"355","cg08624093"
"356","cg15644634"
"357","cg24484895"
"358","cg07906828"
"359","cg22798223"
"360","cg11414913"
"361","cg07788537"
"362","cg03543952"
"363","cg13874287"
"364","cg14095607"
"365","cg06347582"
"366","cg13547132"
"367","cg19268708"
"368","cg00996827"
"369","cg06988547"
"370","cg19802390"
"371","cg09135754"
"372","cg25137787"
"373","cg06532546"
"374","cg03654329"
"375","cg11142506"
"376","cg17025560"
"377","cg07795402"
"378","cg06201717"
"379","cg23969554"
"380","cg04484550"
"381","cg11229543"
"382","cg19356825"
"383","cg17173498"
"384","cg07348009"
"385","cg18381051"
"386","cg17001566"
"387","cg11731671"
"388","cg00806481"
"389","cg23086843"
"390","cg21604357"
"391","cg27444751"
"392","cg07168837"
"393","cg22949832"
"394","cg14200569"
"395","cg07367222"
"396","cg21299491"
"397","cg13392571"
"398","cg24679453"
"399","cg01961086"
"400","cg20154143"
"401","cg15090440"
"402","cg20629417"
"403","cg20253172"
"404","cg12635191"
"405","cg05804170"
"406","cg21692930"
"407","cg19706803"
"408","cg02769687"
"409","cg15619820"
"410","cg22720392"
"411","cg04500730"
"412","cg17489690"
"413","cg07956247"
"414","cg07974025"
"415","cg13867039"
"416","cg12800122"
"417","cg09990962"
"418","cg04873098"
"419","cg09891226"
"420","cg03449456"
"421","cg21682432"
"422","cg16011907"
"423","cg24298696"
"424","cg04907885"
"425","cg10893986"
"426","cg01793374"
"427","cg04882365"
"428","cg14216672"
"429","cg15519786"
"430","cg01101873"
"431","cg00068377"
"432","cg06911744"
"433","cg21167817"
"434","cg23050300"
"435","cg03126058"
"436","cg07550869"
"437","cg04882222"
"438","cg18024629"
"439","cg11397493"
"440","cg02390319"
"441","cg10519004"
"442","cg00401797"
"443","cg25362585"
"444","cg24663541"
"445","cg13242468"
"446","cg24395386"
"447","cg12268236"
"448","cg26014413"
"449","cg02072896"
"450","cg04346637"
"451","cg10588310"
"452","cg11848748"
"453","cg13479148"
"454","cg16271002"
"455","cg16104263"
"456","cg08912801"
"457","cg06180630"
"458","cg06438312"
"459","cg00958381"
"460","cg06179222"
"461","cg08036524"
"462","cg01941754"
"463","cg21870645"
"464","cg26788812"
"465","cg17163527"
"466","cg06511312"
"467","cg12302527"
"468","cg21811896"
"469","cg07830126"
"470","cg14263070"
"471","cg12715285"
"472","cg09187007"
"473","cg04549679"
"474","cg10013316"
"475","cg10663666"
"476","cg11708899"
"477","cg06762750"
"478","cg04100463"
"479","cg00778905"
"480","cg01277815"
"481","cg25216613"
"482","cg25428372"
"483","cg10074513"
"484","cg26574621"
"485","cg16563938"
"486","cg06650698"
"487","cg15120141"
"488","cg01530317"
"489","cg01101400"
"490","cg18279839"
"491","cg04021697"
"492","cg07382920"
"493","cg24073122"
"494","cg10143426"
"495","cg00295572"
"496","cg01915516"
"497","cg16406833"
"498","cg02153614"
"499","cg10654015"
"500","cg04600984"
"501","cg25593794"
"502","cg17163168"
"503","cg24878868"
"504","cg16163116"
"505","cg27317493"
"506","cg15161371"
"507","cg23484446"
"508","cg23234149"
"509","cg20628743"
"510","cg03043665"
"511","cg22234529"
"512","cg19519630"
"513","cg14660788"
"514","cg14084907"
"515","cg22039909"
"516","cg27564766"
"517","cg04392488"
"518","cg02924487"
"519","cg19903298"
"520","cg10634619"
"521","cg25467973"
"522","cg11125369"
"523","cg22704068"
"524","cg02454982"
"525","cg09561157"
"526","cg26550851"
"527","cg17848003"
"528","cg01923523"
"529","cg19595850"
"530","cg03338968"
"531","cg03336586"
"532","cg15525503"
"533","cg00905725"
"534","cg12679050"
"535","cg15556380"
"536","cg17879856"
"537","cg03744522"
"538","cg25140945"
"539","cg12133393"
"540","cg02659673"
"541","cg12081443"
"542","cg13443938"
"543","cg00542775"
"544","cg21813377"
"545","cg27165836"
"546","cg10622019"
"547","cg07425646"
"548","cg07248181"
"549","cg13495205"
"550","cg26599630"
"551","cg02482718"
"552","cg13056990"
"553","cg24694502"
"554","cg26525076"
"555","cg02837536"
"556","cg21913897"
"557","cg13931996"
"558","cg19628481"
"559","cg19403269"
"560","cg06744481"
"561","cg24883265"
"562","cg00011717"
"563","cg14559147"
"564","cg05302064"
"565","cg15483030"
"566","cg09259053"
"567","cg16430402"
"568","cg22399023"
"569","cg20806172"
"570","cg10927166"
"571","cg00069017"
"572","cg25225169"
"573","cg12904950"
"574","cg11740026"
"575","cg24591969"
"576","cg15731035"
"577","cg01014986"
"578","cg24545495"
"579","cg22451356"
"580","cg09667775"
"581","cg17927613"
"582","cg15205435"
"583","cg15125762"
"584","cg13851144"
"585","cg08080029"
"586","cg24151926"
"587","cg21393421"
"588","cg25381775"
"589","cg04025728"
"590","cg24870568"
"591","cg12911256"
"592","cg17515966"
"593","cg16094412"
"594","cg17579113"
"595","cg05925365"
"596","cg11669397"
"597","cg10118002"
"598","cg09702052"
"599","cg27541349"
"600","cg05347736"
"601","cg26257210"
"602","cg15892785"
"603","cg12770414"
"604","cg08912058"
"605","cg01909982"
"606","cg08848865"
"607","cg26570804"
"608","cg23230478"
"609","cg00081799"
"610","cg21781706"
"611","cg03499017"
"612","cg00777636"
"613","cg02328793"
"614","cg05127153"
"615","cg19267259"
"616","cg00507532"
"617","cg23040649"
"618","cg19253827"
"619","cg00297432"
"620","cg19809453"
"621","cg02442854"
"622","cg00014168"
"623","cg10210806"
"624","cg13356427"
"625","cg20737459"
"626","cg15205204"
"627","cg12905865"
"628","cg24535622"
"629","cg05128003"
"630","cg19779116"
"631","cg27246467"
"632","cg10328583"
"633","cg08444092"
"634","cg01514859"
"635","cg18810133"
"636","cg24332389"
"637","cg22451657"
"638","cg07795452"
"639","cg02928797"
"640","cg04093404"
"641","cg07399635"
"642","cg09513309"
"643","cg21547845"
"644","cg19508900"
"645","cg09022921"
"646","cg09265619"
"647","cg25479082"
"648","cg20803783"
"649","cg01606324"
"650","cg02900253"
"651","cg00592803"
"652","cg06826730"
"653","cg20285559"
"654","cg00565932"
"655","cg16416718"
"656","cg12644588"
"657","cg16414762"
"658","cg09372928"
"659","cg18230417"
"660","cg00783553"
"661","cg07364396"
"662","cg10626316"
"663","cg13356540"
"664","cg03907138"
"665","cg20681877"
"666","cg06077003"
"667","cg03945034"
"668","cg26677075"
"669","cg05048259"
"670","cg06800235"
"671","cg05708629"
"672","cg11166348"
"673","cg22364869"
"674","cg15642534"
"675","cg20010635"
"676","cg05338066"
"677","cg14993123"
"678","cg07148645"
"679","cg14823007"
"680","cg13355420"
"681","cg11753033"
"682","cg01444397"
"683","cg06338235"
"684","cg17724687"
"685","cg00811891"
"686","cg17113008"
"687","cg27305704"
"688","cg02737782"
"689","cg24006384"
"690","cg16136678"
"691","cg00845930"
"692","cg22529900"
"693","cg10051814"
"694","cg17477995"
"695","cg11426075"
"696","cg07958878"
"697","cg24660836"
"698","cg04230253"
"699","cg20706316"
"700","cg02460223"
"701","cg04994795"
"702","cg23394391"
"703","cg23049737"
"704","cg11972327"
"705","cg11897867"
"706","cg23843414"
"707","cg16908156"
"708","cg09473867"
"709","cg10642449"
"710","cg22816534"
"711","cg27388298"
"712","cg20971527"
"713","cg13785123"
"714","cg17167924"
"715","cg22221490"
"716","cg12102235"
"717","cg21807930"
"718","cg26529484"
"719","cg15545739"
"720","cg16553238"
"721","cg27178407"
"722","cg12271223"
"723","cg18131499"
"724","cg00581848"
"725","cg22622886"
"726","cg10640389"
"727","cg13116478"
"728","cg04413644"
"729","cg18265147"
"730","cg06947205"
"731","cg01975877"
"732","cg20700740"
"733","cg16411216"
"734","cg06456464"
"735","cg09610253"
"736","cg04778236"
"737","cg25616787"
"738","cg13187433"
"739","cg02281006"
"740","cg20973421"
"741","cg17984641"
"742","cg00952054"
"743","cg13557160"
"744","cg00490256"
"745","cg00917899"
"746","cg03901886"
"747","cg08886482"
"748","cg10240458"
"749","cg02206861"
"750","cg21003981"
"751","cg22334684"
"752","cg24553536"
"753","cg21164509"
"754","cg16895792"
"755","cg17325959"
"756","cg11980800"
"757","cg20317738"
"758","cg11947782"
"759","cg09229246"
"760","cg15701170"
"761","cg07970040"
"762","cg02769865"
"763","cg17602885"
"764","cg27553947"
"765","cg15619966"
"766","cg08845510"
"767","cg09174674"
"768","cg18520611"
"769","cg27566521"
"770","cg07584845"
"771","cg15591198"
"772","cg27615243"
"773","cg07388700"
"774","cg18086187"
"775","cg27561954"
"776","cg02974126"
"777","cg18563336"
"778","cg00619519"
"779","cg07209987"
"780","cg27508545"
"781","cg08926982"
"782","cg21142984"
"783","cg17520927"
"784","cg02068989"
"785","cg25312481"
"786","cg11196904"
"787","cg14649924"
"788","cg10322360"
"789","cg10777461"
"790","cg04551619"
"791","cg20704560"
"792","cg16101008"
"793","cg02396224"
"794","cg02096887"
"795","cg23231666"
"796","cg16401490"
"797","cg21787835"
"798","cg04998589"
"799","cg22508928"
"800","cg01421021"
"801","cg13114836"
"802","cg05767489"
"803","cg01515508"
"804","cg23670372"
"805","cg09179249"
"806","cg20288000"
"807","cg04896832"
"808","cg20462360"
"809","cg18346784"
"810","cg11949866"
"811","cg17244801"
"812","cg25463742"
"813","cg18232828"
"814","cg12035827"
"815","cg24102726"
"816","cg13057174"
"817","cg17480077"
"818","cg02971581"
"819","cg04015962"
"820","cg02570527"
"821","cg05304461"
"822","cg11349878"
"823","cg18163627"
"824","cg10490147"
"825","cg06632353"
"826","cg08854313"
"827","cg16681977"
"828","cg15800786"
"829","cg07139317"
"830","cg12092561"
"831","cg21296749"
"832","cg19044458"
"833","cg07040018"
"834","cg16138910"
"835","cg15386350"
"836","cg19756726"
"837","cg24878594"
"838","cg25276694"
"839","cg18792022"
"840","cg13875012"
"841","cg07426195"
"842","cg24664312"
"843","cg22331779"
"844","cg11615491"
"845","cg23811540"
"846","cg08275633"
"847","cg21153875"
"848","cg02334370"
"849","cg02397176"
"850","cg21826784"
"851","cg17324198"
"852","cg07049998"
"853","cg21112485"
"854","cg21409519"
"855","cg08869383"
"856","cg23952195"
"857","cg15769395"
"858","cg20351062"
"859","cg24279837"
"860","cg10221637"
"861","cg21147983"
"862","cg01786959"
"863","cg09454475"
"864","cg05155371"
"865","cg15472170"
"866","cg14089603"
"867","cg22377027"
"868","cg12222095"
"869","cg19502972"
"870","cg19602920"
"871","cg15570296"
"872","cg06753883"
"873","cg24953506"
"874","cg14834850"
"875","cg17801840"
"876","cg20274267"
"877","cg10058766"
"878","cg12126344"
"879","cg23990236"
"880","cg15819646"
"881","cg18833720"
"882","cg24682307"
"883","cg22337605"
"884","cg08531380"
"885","cg15929771"
"886","cg11217193"
"887","cg16060635"
"888","cg07143158"
"889","cg09517873"
"890","cg06033579"
"891","cg03546360"
"892","cg00776782"
"893","cg09361488"
"894","cg17824277"
"895","cg22225207"
"896","cg26341058"
"897","cg16277479"
"898","cg09804380"
"899","cg24671344"
"900","cg18555909"
"901","cg09765994"
"902","cg09826587"
"903","cg06604289"
"904","cg10503751"
"905","cg23693169"
"906","cg03580831"
"907","cg17451046"
"908","cg25104105"
"909","cg10228777"
"910","cg22790758"
"911","cg21907496"
"912","cg09820321"
"913","cg11141156"
"914","cg26164710"
"915","cg27290274"
"916","cg12436612"
"917","cg00772714"
"918","cg25469418"
"919","cg13878066"
"920","cg09022584"
"921","cg06349717"
"922","cg17944001"
"923","cg09252331"
"924","cg06207778"
"925","cg15026696"
"926","cg25215654"
"927","cg15650240"
"928","cg20149780"
"929","cg08471734"
"930","cg19602374"
"931","cg20798872"
"932","cg11404049"
"933","cg12138346"
"934","cg25845331"
"935","cg24483825"
"936","cg17335567"
"937","cg15036616"
"938","cg05250864"
"939","cg23645831"
"940","cg06178322"
"941","cg10232936"
"942","cg03382048"
"943","cg03343063"
"944","cg15575196"
"945","cg16026015"
"946","cg18133145"
"947","cg20843478"
"948","cg00984214"
"949","cg00758420"
"950","cg09167414"
"951","cg17276021"
"952","cg13484546"
"953","cg23507918"
"954","cg17332369"
"955","cg01429859"
"956","cg25980637"
"957","cg09178529"
"958","cg19643665"
"959","cg18370318"
"960","cg00702307"
"961","cg20979128"
"962","cg06996372"
"963","cg08643472"
"964","cg07810927"
"965","cg17446719"
"966","cg22492252"
"967","cg20326928"
"968","cg08869231"
"969","cg08163163"
"970","cg15074789"
"971","cg00953309"
"972","cg07207833"
"973","cg05797770"
"974","cg08137080"
"975","cg26793227"
"976","cg07146104"
"977","cg09414948"
"978","cg18088494"
"979","cg17468312"
"980","cg03650713"
"981","cg02298360"
"982","cg03887218"
"983","cg21945734"
"984","cg09342184"
"985","cg16680438"
"986","cg20611680"
"987","cg17463745"
"988","cg16312002"
"989","cg14717632"
"990","cg14093570"
"991","cg03136512"
"992","cg00924622"
"993","cg09507771"
"994","cg12593714"
"995","cg05372597"
"996","cg12616097"
"997","cg10966582"
"998","cg21692666"
"999","cg26152427"
"1000","cg15015913"
"1001","cg25849876"
"1002","cg13942136"
"1003","cg05643703"
"1004","cg13115616"
"1005","cg15465571"
"1006","cg12339351"
"1007","cg26519403"
"1008","cg12070379"
"1009","cg11678423"
"1010","cg03601920"
"1011","cg07014827"
"1012","cg18228326"
"1013","cg17183414"
"1014","cg06059147"
"1015","cg06772309"
"1016","cg21813265"
"1017","cg11737843"
"1018","cg04565617"
"1019","cg11850961"
"1020","cg03227570"
"1021","cg21849812"
"1022","cg22945605"
"1023","cg09674998"
"1024","cg25979543"
"1025","cg27189424"
"1026","cg10093833"
"1027","cg07023563"
"1028","cg15076663"
"1029","cg07121807"
"1030","cg03812136"
"1031","cg23349790"
"1032","cg08844966"
"1033","cg24690231"
"1034","cg00827745"
"1035","cg04129469"
"1036","cg25020286"
"1037","cg11428724"
"1038","cg13969001"
"1039","cg00065215"
"1040","cg08164371"
"1041","cg24379252"
"1042","cg11218625"
"1043","cg15685834"
"1044","cg24662698"
"1045","cg08171206"
"1046","cg22157239"
"1047","cg12297374"
"1048","cg09791440"
"1049","cg11406134"
"1050","cg04088289"
"1051","cg12058507"
"1052","cg23028755"
"1053","cg08164334"
"1054","cg26924440"
"1055","cg12270738"
"1056","cg00929392"
"1057","cg22333259"
"1058","cg17239185"
"1059","cg01303636"
"1060","cg27155252"
"1061","cg23926367"
"1062","cg00789731"
"1063","cg18026264"
"1064","cg09028008"
"1065","cg17594860"
"1066","cg12219123"
"1067","cg26117986"
"1068","cg20810288"
"1069","cg15311933"
"1070","cg04928049"
"1071","cg15676500"
"1072","cg03470939"
"1073","cg27647503"
"1074","cg25325159"
"1075","cg06839611"
"1076","cg12141340"
"1077","cg12467595"
"1078","cg09262552"
"1079","cg04703227"
"1080","cg12593394"
"1081","cg16650717"
"1082","cg03048314"
"1083","cg05481086"
"1084","cg03321592"
"1085","cg27549720"
"1086","cg06033660"
"1087","cg03056854"
"1088","cg25939380"
"1089","cg09133562"
"1090","cg13211559"
"1091","cg25227846"
"1092","cg11651220"
"1093","cg04552470"
"1094","cg06444282"
"1095","cg26831566"
"1096","cg26930816"
"1097","cg17427639"
"1098","cg07091412"
"1099","cg13401911"
"1100","cg08061330"
"1101","cg09354021"
"1102","cg25729922"
"1103","cg05278081"
"1104","cg00784581"
"1105","cg25108841"
"1106","cg14151682"
"1107","cg00002028"
"1108","cg21537245"
"1109","cg03149628"
"1110","cg19758033"
"1111","cg24968185"
"1112","cg18878886"
"1113","cg07105891"
"1114","cg04123845"
"1115","cg01054622"
"1116","cg23841903"
"1117","cg26840598"
"1118","cg20794273"
"1119","cg20567404"
"1120","cg18436758"
"1121","cg08180822"
"1122","cg20613337"
"1123","cg23097509"
"1124","cg05780577"
"1125","cg21384718"
"1126","cg00583332"
"1127","cg14170663"
"1128","cg02953624"
"1129","cg15598754"
"1130","cg16385763"
"1131","cg21005416"
"1132","cg11834658"
"1133","cg09232430"
"1134","cg20092561"
"1135","cg00960509"
"1136","cg07708622"
"1137","cg04287982"
"1138","cg21906605"
"1139","cg05364759"
"1140","cg22506534"
"1141","cg21694350"
"1142","cg06993467"
"1143","cg18150885"
"1144","cg20288655"
"1145","cg09861373"
"1146","cg13493109"
"1147","cg15467646"
"1148","cg24334174"
"1149","cg06782041"
"1150","cg16384073"
"1151","cg02459271"
"1152","cg13242624"
"1153","cg11839036"
"1154","cg27304144"
"1155","cg04297819"
"1156","cg13357518"
"1157","cg15646763"
"1158","cg24075852"
"1159","cg03114585"
"1160","cg06962421"
"1161","cg20792512"
"1162","cg04562522"
"1163","cg21297673"
"1164","cg03992321"
"1165","cg24034841"
"1166","cg20335309"
"1167","cg08655148"
"1168","cg17097874"
"1169","cg01970575"
"1170","cg07952381"
"1171","cg05340339"
"1172","cg17873612"
"1173","cg00541565"
"1174","cg13499468"
"1175","cg26567943"
"1176","cg11684496"
"1177","cg26360612"
"1178","cg06886867"
"1179","cg24314279"
"1180","cg07155211"
"1181","cg12621203"
"1182","cg18474038"
"1183","cg27447006"
"1184","cg19827787"
"1185","cg20847090"
"1186","cg13083004"
"1187","cg01829387"
"1188","cg22040403"
"1189","cg08263226"
"1190","cg05969021"
"1191","cg04567466"
"1192","cg15689180"
"1193","cg00944142"
"1194","cg06925975"
"1195","cg16579893"
"1196","cg24256782"
"1197","cg10881360"
"1198","cg22508172"
"1199","cg22014430"
"1200","cg06774618"
"1201","cg22115727"
"1202","cg22857999"
"1203","cg13180787"
"1204","cg03441514"
"1205","cg13391456"
"1206","cg10961323"
"1207","cg07212963"
"1208","cg05991718"
"1209","cg15997130"
"1210","cg11415975"
"1211","cg20694461"
"1212","cg24452347"
"1213","cg26404511"
"1214","cg03611151"
"1215","cg22401419"
"1216","cg04856657"
"1217","cg22727761"
"1218","cg08266565"
"1219","cg06784429"
"1220","cg08262582"
"1221","cg15987211"
"1222","cg03614954"
"1223","cg00810939"
"1224","cg11337018"
"1225","cg21273275"
"1226","cg23264525"
"1227","cg24834899"
"1228","cg02671019"
"1229","cg25140783"
"1230","cg17971531"
"1231","cg09895325"
"1232","cg18136681"
"1233","cg12628260"
"1234","cg22517681"
"1235","cg03971828"
"1236","cg17882795"
"1237","cg00101986"
"1238","cg04504942"
"1239","cg12426802"
"1240","cg08876437"
"1241","cg02083428"
"1242","cg13566436"
"1243","cg05162523"
"1244","cg01103597"
"1245","cg03769939"
"1246","cg20801718"
"1247","cg26672794"
"1248","cg26256263"
"1249","cg12459932"
"1250","cg19774846"
"1251","cg06156260"
"1252","cg06527318"
"1253","cg18263451"
"1254","cg00975854"
"1255","cg00450060"
"1256","cg00576639"
"1257","cg23935120"
"1258","cg09261020"
"1259","cg21269758"
"1260","cg21400344"
"1261","cg22442430"
"1262","cg06080267"
"1263","cg08246520"
"1264","cg00653744"
"1265","cg16836311"
"1266","cg06807055"
"1267","cg07574241"
"1268","cg11688628"
"1269","cg24596570"
"1270","cg20302420"
"1271","cg00465927"
"1272","cg23236404"
"1273","cg25059646"
"1274","cg17342214"
"1275","cg14076195"
"1276","cg19497548"
"1277","cg07232730"
"1278","cg23978062"
"1279","cg00349061"
"1280","cg13788820"
"1281","cg19411708"
"1282","cg10199164"
"1283","cg07916101"
"1284","cg04852280"
"1285","cg19251549"
"1286","cg12068069"
"1287","cg00300879"
"1288","cg19516105"
"1289","cg21410994"
"1290","cg13687998"
"1291","cg23895234"
"1292","cg22945302"
"1293","cg18351063"
"1294","cg00268409"
"1295","cg00768487"
"1296","cg19234591"
"1297","cg14082413"
"1298","cg23053573"
"1299","cg13857689"
"1300","cg09634659"
"1301","cg05770238"
"1302","cg15090202"
"1303","cg00851154"
"1304","cg15189866"
"1305","cg14011486"
"1306","cg02388865"
"1307","cg03980745"
"1308","cg00792938"
"1309","cg18234561"
"1310","cg08876662"
"1311","cg10837265"
"1312","cg06758143"
"1313","cg10570838"
"1314","cg10577937"
"1315","cg14989462"
"1316","cg14424435"
"1317","cg00066499"
"1318","cg06248948"
"1319","cg16678185"
"1320","cg04366801"
"1321","cg07882021"
"1322","cg04081153"
"1323","cg20413923"
"1324","cg20385686"
"1325","cg26899490"
"1326","cg05561565"
"1327","cg11699374"
"1328","cg27295033"
"1329","cg03129904"
"1330","cg17168636"
"1331","cg26010562"
"1332","cg17149882"
"1333","cg21910613"
"1334","cg25271147"
"1335","cg11524330"
"1336","cg09174009"
"1337","cg07956264"
"1338","cg17796198"
"1339","cg18515333"
"1340","cg05954817"
"1341","cg18387343"
"1342","cg13896157"
"1343","cg26087830"
"1344","cg10706454"
"1345","cg23463742"
"1346","cg12396969"
"1347","cg11152454"
"1348","cg06544141"
"1349","cg10489986"
"1350","cg06606318"
"1351","cg20942867"
"1352","cg26515162"
"1353","cg17856610"
"1354","cg15665653"
"1355","cg08899676"
"1356","cg16652621"
"1357","cg27265272"
"1358","cg03347170"
"1359","cg17215215"
"1360","cg01681396"
"1361","cg03750567"
"1362","cg04123310"
