"","x"
"185","cg09061216"
"186","cg24090393"
"187","cg05642789"
"188","cg08231710"
"189","cg22082145"
"190","cg04105726"
"191","cg20251225"
"192","cg20462449"
"193","cg20999797"
"194","cg21580588"
"195","cg26342907"
"196","cg10388316"
"197","cg02769781"
"198","cg13461447"
"199","cg01821754"
"200","cg15827003"
"201","cg09809474"
"202","cg16926213"
"203","cg06443644"
"204","cg22718050"
"205","cg10943191"
"206","cg08134829"
"207","cg01428437"
"208","cg02050973"
"209","cg03547078"
"210","cg11649821"
"211","cg09315172"
"212","cg02367828"
"213","cg14839558"
"214","cg15028578"
"215","cg13111532"
"216","cg11528033"
"217","cg22619719"
"218","cg05757448"
"219","cg15151929"
"220","cg11946378"
"221","cg24317585"
"222","cg22817993"
"223","cg11808581"
"224","cg14974223"
"225","cg10837110"
"226","cg05654059"
"227","cg00400948"
"228","cg00889627"
"229","cg26903053"
"230","cg09767587"
"231","cg11345323"
"232","cg17740743"
"233","cg12391964"
"234","cg03734700"
"235","cg26221719"
"236","cg22332100"
"237","cg14171824"
"238","cg01970427"
"239","cg06757383"
"240","cg26252027"
"241","cg26561349"
"242","cg02300356"
"243","cg23276504"
"244","cg09322616"
"245","cg03599988"
"246","cg18803110"
"247","cg15550572"
"248","cg24054683"
"249","cg19928739"
"250","cg22942532"
"251","cg15575834"
"252","cg10313879"
"253","cg07029226"
"254","cg15468976"
"255","cg17025688"
"256","cg10769649"
"257","cg25768250"
"258","cg05337761"
"259","cg18397998"
"260","cg27312944"
"261","cg18771653"
"262","cg16296290"
"263","cg14076971"
"264","cg26031954"
"265","cg18565264"
"266","cg15451548"
"267","cg13400516"
"268","cg27536187"
"269","cg06382459"
"270","cg05052194"
"271","cg01979157"
"272","cg15979171"
"273","cg05156582"
"274","cg02050917"
"275","cg26605914"
"276","cg08468599"
"277","cg21442419"
"278","cg06087623"
"279","cg18235167"
"280","cg12473697"
"281","cg19025786"
"282","cg15007228"
"283","cg13488570"
"284","cg26332488"
"285","cg26017930"
"286","cg08703055"
"287","cg16175479"
"288","cg01916743"
"289","cg16663073"
"290","cg02237208"
"291","cg27222162"
"292","cg22708961"
"293","cg12131894"
"294","cg16600733"
"295","cg26026567"
"296","cg15527356"
"297","cg14288483"
"298","cg20406347"
"299","cg07087919"
"300","cg08130630"
"301","cg15392919"
"302","cg16399855"
"303","cg18860787"
"304","cg17444015"
"305","cg04559183"
"306","cg18435782"
"307","cg03960390"
"308","cg10238603"
"309","cg23812581"
"310","cg14657417"
"311","cg22428961"
"312","cg03043663"
"313","cg24196923"
"314","cg02573276"
"315","cg16355231"
"316","cg14373988"
"317","cg24439334"
"318","cg23626733"
"319","cg06749803"
"320","cg22388472"
"321","cg25730685"
"322","cg16691821"
"323","cg00157179"
"324","cg11390151"
"325","cg04341153"
"326","cg01022121"
"327","cg07821364"
"328","cg17820022"
"329","cg10219816"
"330","cg05962079"
"331","cg15824094"
"332","cg16031338"
"333","cg26783079"
"334","cg12644668"
"335","cg06350196"
"336","cg15574442"
"337","cg25140345"
"338","cg08471814"
"339","cg20003329"
"340","cg20332471"
"341","cg10321120"
"342","cg17797446"
"343","cg09245989"
"344","cg07832834"
"345","cg27173245"
"346","cg09827752"
"347","cg05392440"
"348","cg17099671"
"349","cg16599266"
"350","cg12100411"
"351","cg10709027"
"352","cg24002071"
"353","cg10314909"
"354","cg17239770"
"355","cg20673091"
"356","cg09808235"
"357","cg24688471"
"358","cg14510359"
"359","cg11677857"
"360","cg04995493"
"361","cg10117795"
"362","cg24074480"
"363","cg08624093"
"364","cg15644634"
"365","cg24484895"
"366","cg07906828"
"367","cg22798223"
"368","cg11414913"
"369","cg07788537"
"370","cg03543952"
"371","cg13874287"
"372","cg14095607"
"373","cg06347582"
"374","cg13547132"
"375","cg19268708"
"376","cg00996827"
"377","cg00905419"
"378","cg06988547"
"379","cg19802390"
"380","cg13547712"
"381","cg09135754"
"382","cg25137787"
"383","cg06532546"
"384","cg03654329"
"385","cg11142506"
"386","cg17025560"
"387","cg07795402"
"388","cg05162202"
"389","cg06201717"
"390","cg23969554"
"391","cg04484550"
"392","cg11229543"
"393","cg00945293"
"394","cg19356825"
"395","cg17173498"
"396","cg07348009"
"397","cg18381051"
"398","cg17001566"
"399","cg11731671"
"400","cg00806481"
"401","cg23086843"
"402","cg21604357"
"403","cg24529814"
"404","cg27444751"
"405","cg07168837"
"406","cg22949832"
"407","cg14200569"
"408","cg04134748"
"409","cg07367222"
"410","cg21299491"
"411","cg13392571"
"412","cg22009660"
"413","cg21401095"
"414","cg24679453"
"415","cg01961086"
"416","cg20154143"
"417","cg15090440"
"418","cg20629417"
"419","cg20253172"
"420","cg12635191"
"421","cg05804170"
"422","cg21692930"
"423","cg19706803"
"424","cg02769687"
"425","cg15619820"
"426","cg22720392"
"427","cg04500730"
"428","cg17489690"
"429","cg07956247"
"430","cg07974025"
"431","cg13867039"
"432","cg12800122"
"433","cg09990962"
"434","cg04873098"
"435","cg19904265"
"436","cg17220278"
"437","cg09891226"
"438","cg03449456"
"439","cg21682432"
"440","cg16011907"
"441","cg24298696"
"442","cg04907885"
"443","cg20462242"
"444","cg10893986"
"445","cg01793374"
"446","cg04882365"
"447","cg14216672"
"448","cg15519786"
"449","cg01101873"
"450","cg00068377"
"451","cg06911744"
"452","cg21167817"
"453","cg23050300"
"454","cg03126058"
"455","cg07550869"
"456","cg04882222"
"457","cg18024629"
"458","cg11397493"
"459","cg02390319"
"460","cg22388607"
"461","cg10519004"
"462","cg00401797"
"463","cg25362585"
"464","cg24663541"
"465","cg13242468"
"466","cg24395386"
"467","cg12268236"
"468","cg26014413"
"469","cg02072896"
"470","cg04346637"
"471","cg10588310"
"472","cg11848748"
"473","cg13479148"
"474","cg16271002"
"475","cg13848291"
"476","cg16104263"
"477","cg09180894"
"478","cg08912801"
"479","cg06180630"
"480","cg06438312"
"481","cg00958381"
"482","cg21156590"
"483","cg08036524"
"484","cg01941754"
"485","cg21870645"
"486","cg26788812"
"487","cg17163527"
"488","cg06511312"
"489","cg12302527"
"490","cg21811896"
"491","cg05334053"
"492","cg07830126"
"493","cg14263070"
"494","cg12715285"
"495","cg20826162"
"496","cg09187007"
"497","cg04549679"
"498","cg10013316"
"499","cg11708899"
"500","cg06762750"
"501","cg04100463"
"502","cg00778905"
"503","cg25216613"
"504","cg10074513"
"505","cg00305874"
"506","cg22437723"
"507","cg26574621"
"508","cg16563938"
"509","cg06650698"
"510","cg15120141"
"511","cg01530317"
"512","cg01101400"
"513","cg18279839"
"514","cg04021697"
"515","cg07382920"
"516","cg24073122"
"517","cg10143426"
"518","cg00295572"
"519","cg01915516"
"520","cg11729413"
"521","cg16406833"
"522","cg02153614"
"523","cg04600984"
"524","cg25593794"
"525","cg17163168"
"526","cg24878868"
"527","cg16163116"
"528","cg27317493"
"529","cg15161371"
"530","cg11585071"
"531","cg23234149"
"532","cg20628743"
"533","cg03043665"
"534","cg22234529"
"535","cg19519630"
"536","cg25758394"
"537","cg14660788"
"538","cg14084907"
"539","cg22039909"
"540","cg27564766"
"541","cg04392488"
"542","cg02924487"
"543","cg19903298"
"544","cg10634619"
"545","cg25467973"
"546","cg04347006"
"547","cg22704068"
"548","cg02454982"
"549","cg26550851"
"550","cg17848003"
"551","cg01923523"
"552","cg19595850"
"553","cg03338968"
"554","cg03336586"
"555","cg16135451"
"556","cg15525503"
"557","cg00905725"
"558","cg12679050"
"559","cg10444080"
"560","cg24546680"
"561","cg20822256"
"562","cg15556380"
"563","cg17879856"
"564","cg03744522"
"565","cg25140945"
"566","cg12133393"
"567","cg02659673"
"568","cg12081443"
"569","cg13443938"
"570","cg00542775"
"571","cg21813377"
"572","cg27165836"
"573","cg10622019"
"574","cg07425646"
"575","cg07248181"
"576","cg01720475"
"577","cg13495205"
"578","cg12665669"
"579","cg26599630"
"580","cg02482718"
"581","cg13056990"
"582","cg24694502"
"583","cg26525076"
"584","cg02837536"
"585","cg21913897"
"586","cg13931996"
"587","cg19628481"
"588","cg19403269"
"589","cg06744481"
"590","cg24883265"
"591","cg00011717"
"592","cg06156296"
"593","cg14559147"
"594","cg05302064"
"595","cg15483030"
"596","cg09259053"
"597","cg16430402"
"598","cg22399023"
"599","cg20806172"
"600","cg00069017"
"601","cg00931619"
"602","cg20797142"
"603","cg12904950"
"604","cg00822030"
"605","cg11740026"
"606","cg24591969"
"607","cg15731035"
"608","cg01014986"
"609","cg06118571"
"610","cg24545495"
"611","cg22451356"
"612","cg09667775"
"613","cg17927613"
"614","cg15205435"
"615","cg15125762"
"616","cg13851144"
"617","cg08080029"
"618","cg22902824"
"619","cg24151926"
"620","cg21393421"
"621","cg25381775"
"622","cg04025728"
"623","cg24870568"
"624","cg12911256"
"625","cg17515966"
"626","cg16094412"
"627","cg05925365"
"628","cg11669397"
"629","cg10118002"
"630","cg27541349"
"631","cg05347736"
"632","cg22699074"
"633","cg26257210"
"634","cg15892785"
"635","cg12770414"
"636","cg08912058"
"637","cg01909982"
"638","cg08848865"
"639","cg26570804"
"640","cg23230478"
"641","cg00081799"
"642","cg21781706"
"643","cg00777636"
"644","cg02328793"
"645","cg05127153"
"646","cg19267259"
"647","cg23040649"
"648","cg19253827"
"649","cg00297432"
"650","cg19809453"
"651","cg00014168"
"652","cg10210806"
"653","cg13356427"
"654","cg12738078"
"655","cg15205204"
"656","cg12905865"
"657","cg24535622"
"658","cg05128003"
"659","cg19779116"
"660","cg10328583"
"661","cg01514859"
"662","cg18810133"
"663","cg24332389"
"664","cg22451657"
"665","cg07795452"
"666","cg02928797"
"667","cg04093404"
"668","cg07399635"
"669","cg09513309"
"670","cg21547845"
"671","cg19508900"
"672","cg09022921"
"673","cg09265619"
"674","cg25479082"
"675","cg20803783"
"676","cg01606324"
"677","cg02900253"
"678","cg08661290"
"679","cg06826730"
"680","cg20285559"
"681","cg00565932"
"682","cg16416718"
"683","cg14913181"
"684","cg12644588"
"685","cg16414762"
"686","cg09372928"
"687","cg18230417"
"688","cg23287222"
"689","cg00783553"
"690","cg07364396"
"691","cg10626316"
"692","cg13356540"
"693","cg20681877"
"694","cg06077003"
"695","cg03945034"
"696","cg26677075"
"697","cg05048259"
"698","cg06800235"
"699","cg05708629"
"700","cg11166348"
"701","cg22364869"
"702","cg15642534"
"703","cg22488970"
"704","cg20010635"
"705","cg05338066"
"706","cg14993123"
"707","cg07148645"
"708","cg14823007"
"709","cg11753033"
"710","cg01444397"
"711","cg17724687"
"712","cg00811891"
"713","cg17113008"
"714","cg27305704"
"715","cg02737782"
"716","cg24006384"
"717","cg16136678"
"718","cg22529900"
"719","cg10051814"
"720","cg17477995"
"721","cg11426075"
"722","cg07958878"
"723","cg24660836"
"724","cg04230253"
"725","cg20706316"
"726","cg02460223"
"727","cg04994795"
"728","cg23394391"
"729","cg23049737"
"730","cg11972327"
"731","cg23843414"
"732","cg16908156"
"733","cg09473867"
"734","cg10642449"
"735","cg26820375"
"736","cg20244235"
"737","cg22816534"
"738","cg27388298"
"739","cg20971527"
"740","cg13785123"
"741","cg17167924"
"742","cg22221490"
"743","cg12102235"
"744","cg21807930"
"745","cg26529484"
"746","cg15545739"
"747","cg16553238"
"748","cg27178407"
"749","cg12271223"
"750","cg18131499"
"751","cg00581848"
"752","cg22622886"
"753","cg13116478"
"754","cg04413644"
"755","cg18265147"
"756","cg24108194"
"757","cg06947205"
"758","cg01975877"
"759","cg18865272"
"760","cg20700740"
"761","cg16411216"
"762","cg06456464"
"763","cg04778236"
"764","cg25616787"
"765","cg00149537"
"766","cg13187433"
"767","cg02281006"
"768","cg20973421"
"769","cg17984641"
"770","cg00952054"
"771","cg13557160"
"772","cg00490256"
"773","cg00917899"
"774","cg03901886"
"775","cg08886482"
"776","cg02206861"
"777","cg21003981"
"778","cg22334684"
"779","cg21164509"
"780","cg16895792"
"781","cg17325959"
"782","cg18284427"
"783","cg11980800"
"784","cg20317738"
"785","cg11947782"
"786","cg09229246"
"787","cg15701170"
"788","cg07970040"
"789","cg02769865"
"790","cg17602885"
"791","cg27553947"
"792","cg15619966"
"793","cg08845510"
"794","cg09174674"
"795","cg11581248"
"796","cg17973407"
"797","cg27566521"
"798","cg07584845"
"799","cg15591198"
"800","cg07388700"
"801","cg18086187"
"802","cg27561954"
"803","cg02974126"
"804","cg18563336"
"805","cg07209987"
"806","cg27508545"
"807","cg08926982"
"808","cg21142984"
"809","cg20768298"
"810","cg17520927"
"811","cg02068989"
"812","cg25312481"
"813","cg11196904"
"814","cg14649924"
"815","cg10322360"
"816","cg10777461"
"817","cg20153751"
"818","cg00804803"
"819","cg04551619"
"820","cg20704560"
"821","cg16101008"
"822","cg02396224"
"823","cg02096887"
"824","cg23231666"
"825","cg16401490"
"826","cg21787835"
"827","cg04998589"
"828","cg22508928"
"829","cg27524580"
"830","cg10062187"
"831","cg01421021"
"832","cg13114836"
"833","cg05767489"
"834","cg01515508"
"835","cg23670372"
"836","cg09179249"
"837","cg20288000"
"838","cg04896832"
"839","cg20462360"
"840","cg18346784"
"841","cg11949866"
"842","cg17244801"
"843","cg09354487"
"844","cg25463742"
"845","cg18232828"
"846","cg12035827"
"847","cg24102726"
"848","cg13057174"
"849","cg17480077"
"850","cg02971581"
"851","cg20253574"
"852","cg04015962"
"853","cg02570527"
"854","cg05304461"
"855","cg11349878"
"856","cg18163627"
"857","cg10490147"
"858","cg23218665"
"859","cg22228043"
"860","cg06632353"
"861","cg08854313"
"862","cg16681977"
"863","cg15800786"
"864","cg07139317"
"865","cg12092561"
"866","cg21296749"
"867","cg16138910"
"868","cg15386350"
"869","cg19756726"
"870","cg24878594"
"871","cg13986670"
"872","cg25276694"
"873","cg18792022"
"874","cg13875012"
"875","cg26829322"
"876","cg07426195"
"877","cg27513495"
"878","cg17515155"
"879","cg24664312"
"880","cg23811540"
"881","cg08275633"
"882","cg02334370"
"883","cg02397176"
"884","cg21826784"
"885","cg17324198"
"886","cg07049998"
"887","cg21112485"
"888","cg21409519"
"889","cg08869383"
"890","cg05265975"
"891","cg23952195"
"892","cg10221637"
"893","cg21147983"
"894","cg05155371"
"895","cg15472170"
"896","cg14089603"
"897","cg22377027"
"898","cg12222095"
"899","cg19502972"
"900","cg19602920"
"901","cg15570296"
"902","cg06753883"
"903","cg24953506"
"904","cg14834850"
"905","cg17801840"
"906","cg20274267"
"907","cg10058766"
"908","cg12126344"
"909","cg23990236"
"910","cg15819646"
"911","cg24682307"
"912","cg22337605"
"913","cg00155063"
"914","cg20680726"
"915","cg08531380"
"916","cg15929771"
"917","cg11217193"
"918","cg16060635"
"919","cg07242540"
"920","cg07143158"
"921","cg09517873"
"922","cg06033579"
"923","cg03546360"
"924","cg00776782"
"925","cg09361488"
"926","cg17824277"
"927","cg22225207"
"928","cg06980853"
"929","cg26341058"
"930","cg16277479"
"931","cg05140069"
"932","cg09804380"
"933","cg24671344"
"934","cg09765994"
"935","cg09826587"
"936","cg06604289"
"937","cg23693169"
"938","cg03580831"
"939","cg17451046"
"940","cg25104105"
"941","cg10228777"
"942","cg22790758"
"943","cg21907496"
"944","cg09820321"
"945","cg11141156"
"946","cg26164710"
"947","cg27290274"
"948","cg12436612"
"949","cg00772714"
"950","cg25469418"
"951","cg26027853"
"952","cg13878066"
"953","cg09022584"
"954","cg06349717"
"955","cg17944001"
"956","cg09252331"
"957","cg06207778"
"958","cg15026696"
"959","cg25215654"
"960","cg15650240"
"961","cg20149780"
"962","cg08471734"
"963","cg19602374"
"964","cg20798872"
"965","cg11404049"
"966","cg12138346"
"967","cg25845331"
"968","cg24483825"
"969","cg02900441"
"970","cg15036616"
"971","cg23645831"
"972","cg06178322"
"973","cg10232936"
"974","cg03343063"
"975","cg15575196"
"976","cg16026015"
"977","cg18133145"
"978","cg09028651"
"979","cg01802898"
"980","cg00984214"
"981","cg00758420"
"982","cg09167414"
"983","cg17276021"
"984","cg13484546"
"985","cg17332369"
"986","cg01429859"
"987","cg25980637"
"988","cg09178529"
"989","cg03260139"
"990","cg19643665"
"991","cg18370318"
"992","cg00321867"
"993","cg00702307"
"994","cg20979128"
"995","cg06996372"
"996","cg08643472"
"997","cg07810927"
"998","cg17446719"
"999","cg22492252"
"1000","cg17156402"
"1001","cg20326928"
"1002","cg08869231"
"1003","cg08163163"
"1004","cg15074789"
"1005","cg00953309"
"1006","cg07207833"
"1007","cg05797770"
"1008","cg08137080"
"1009","cg26793227"
"1010","cg16254190"
"1011","cg07146104"
"1012","cg09414948"
"1013","cg18088494"
"1014","cg17468312"
"1015","cg03650713"
"1016","cg02298360"
"1017","cg03887218"
"1018","cg16680438"
"1019","cg20611680"
"1020","cg17463745"
"1021","cg16312002"
"1022","cg18809377"
"1023","cg09354439"
"1024","cg14093570"
"1025","cg09252202"
"1026","cg03136512"
"1027","cg00924622"
"1028","cg09507771"
"1029","cg12593714"
"1030","cg05372597"
"1031","cg11730254"
"1032","cg12616097"
"1033","cg10966582"
"1034","cg21692666"
"1035","cg26152427"
"1036","cg15015913"
"1037","cg25849876"
"1038","cg13942136"
"1039","cg05643703"
"1040","cg13115616"
"1041","cg15465571"
"1042","cg26519403"
"1043","cg12070379"
"1044","cg11678423"
"1045","cg03601920"
"1046","cg07014827"
"1047","cg18228326"
"1048","cg17183414"
"1049","cg06059147"
"1050","cg06772309"
"1051","cg21813265"
"1052","cg11737843"
"1053","cg04565617"
"1054","cg11850961"
"1055","cg03227570"
"1056","cg21849812"
"1057","cg22945605"
"1058","cg01728493"
"1059","cg09674998"
"1060","cg25979543"
"1061","cg10093833"
"1062","cg07023563"
"1063","cg15076663"
"1064","cg07121807"
"1065","cg23349790"
"1066","cg08844966"
"1067","cg24690231"
"1068","cg00827745"
"1069","cg04129469"
"1070","cg25020286"
"1071","cg11428724"
"1072","cg13969001"
"1073","cg00065215"
"1074","cg08164371"
"1075","cg24379252"
"1076","cg11218625"
"1077","cg15685834"
"1078","cg24662698"
"1079","cg08171206"
"1080","cg22157239"
"1081","cg12297374"
"1082","cg09791440"
"1083","cg11406134"
"1084","cg04088289"
"1085","cg12058507"
"1086","cg23028755"
"1087","cg08164334"
"1088","cg11186344"
"1089","cg26924440"
"1090","cg12270738"
"1091","cg00929392"
"1092","cg17859655"
"1093","cg22333259"
"1094","cg17239185"
"1095","cg23926367"
"1096","cg00789731"
"1097","cg18026264"
"1098","cg09028008"
"1099","cg17594860"
"1100","cg12219123"
"1101","cg26117986"
"1102","cg20810288"
"1103","cg15311933"
"1104","cg04928049"
"1105","cg15676500"
"1106","cg03470939"
"1107","cg25325159"
"1108","cg06839611"
"1109","cg12141340"
"1110","cg12467595"
"1111","cg09262552"
"1112","cg04703227"
"1113","cg12593394"
"1114","cg16650717"
"1115","cg03048314"
"1116","cg23295592"
"1117","cg03321592"
"1118","cg27549720"
"1119","cg06033660"
"1120","cg03056854"
"1121","cg25939380"
"1122","cg09133562"
"1123","cg16136338"
"1124","cg13211559"
"1125","cg25974901"
"1126","cg11651220"
"1127","cg04552470"
"1128","cg06444282"
"1129","cg26831566"
"1130","cg26930816"
"1131","cg17427639"
"1132","cg07091412"
"1133","cg13401911"
"1134","cg08061330"
"1135","cg24294857"
"1136","cg09354021"
"1137","cg25729922"
"1138","cg26824705"
"1139","cg00784581"
"1140","cg25108841"
"1141","cg14151682"
"1142","cg00002028"
"1143","cg21537245"
"1144","cg03149628"
"1145","cg19758033"
"1146","cg10530135"
"1147","cg18878886"
"1148","cg07105891"
"1149","cg04123845"
"1150","cg01054622"
"1151","cg23841903"
"1152","cg26840598"
"1153","cg20794273"
"1154","cg01010870"
"1155","cg20567404"
"1156","cg18436758"
"1157","cg20613337"
"1158","cg23097509"
"1159","cg05780577"
"1160","cg24902490"
"1161","cg21384718"
"1162","cg00583332"
"1163","cg14170663"
"1164","cg02953624"
"1165","cg15598754"
"1166","cg16385763"
"1167","cg21005416"
"1168","cg11834658"
"1169","cg09232430"
"1170","cg00960509"
"1171","cg07708622"
"1172","cg04287982"
"1173","cg21906605"
"1174","cg05364759"
"1175","cg19682048"
"1176","cg22506534"
"1177","cg21694350"
"1178","cg06993467"
"1179","cg18150885"
"1180","cg20288655"
"1181","cg09861373"
"1182","cg13493109"
"1183","cg24465787"
"1184","cg15467646"
"1185","cg24334174"
"1186","cg06782041"
"1187","cg16384073"
"1188","cg06909773"
"1189","cg02459271"
"1190","cg13242624"
"1191","cg11839036"
"1192","cg27304144"
"1193","cg18221576"
"1194","cg00359395"
"1195","cg04297819"
"1196","cg13357518"
"1197","cg15646763"
"1198","cg24075852"
"1199","cg03114585"
"1200","cg06962421"
"1201","cg20792512"
"1202","cg04562522"
"1203","cg21297673"
"1204","cg22350048"
"1205","cg24034841"
"1206","cg20335309"
"1207","cg08655148"
"1208","cg17097874"
"1209","cg02623028"
"1210","cg01970575"
"1211","cg07952381"
"1212","cg05340339"
"1213","cg17873612"
"1214","cg00541565"
"1215","cg26530045"
"1216","cg13499468"
"1217","cg26567943"
"1218","cg11684496"
"1219","cg26360612"
"1220","cg19688289"
"1221","cg06886867"
"1222","cg24314279"
"1223","cg20275932"
"1224","cg07155211"
"1225","cg12621203"
"1226","cg27447006"
"1227","cg19827787"
"1228","cg20847090"
"1229","cg13083004"
"1230","cg01829387"
"1231","cg22040403"
"1232","cg08263226"
"1233","cg05969021"
"1234","cg04567466"
"1235","cg15689180"
"1236","cg00944142"
"1237","cg06925975"
"1238","cg16579893"
"1239","cg24256782"
"1240","cg10881360"
"1241","cg22508172"
"1242","cg22014430"
"1243","cg06774618"
"1244","cg22857999"
"1245","cg13180787"
"1246","cg03441514"
"1247","cg13391456"
"1248","cg04975205"
"1249","cg10961323"
"1250","cg07212963"
"1251","cg15997130"
"1252","cg11415975"
"1253","cg20694461"
"1254","cg24452347"
"1255","cg26404511"
"1256","cg03611151"
"1257","cg22401419"
"1258","cg04856657"
"1259","cg22727761"
"1260","cg08266565"
"1261","cg06784429"
"1262","cg08262582"
"1263","cg15987211"
"1264","cg03614954"
"1265","cg00810939"
"1266","cg11337018"
"1267","cg21273275"
"1268","cg23264525"
"1269","cg16261730"
"1270","cg12299829"
"1271","cg15458504"
"1272","cg00311307"
"1273","cg02671019"
"1274","cg25140783"
"1275","cg17971531"
"1276","cg09895325"
"1277","cg18136681"
"1278","cg12628260"
"1279","cg22517681"
"1280","cg03971828"
"1281","cg17882795"
"1282","cg00101986"
"1283","cg03536861"
"1284","cg12426802"
"1285","cg08876437"
"1286","cg02083428"
"1287","cg13566436"
"1288","cg05162523"
"1289","cg01103597"
"1290","cg03769939"
"1291","cg20801718"
"1292","cg19590532"
"1293","cg26672794"
"1294","cg24463471"
"1295","cg26256263"
"1296","cg12459932"
"1297","cg19774846"
"1298","cg06156260"
"1299","cg06527318"
"1300","cg18263451"
"1301","cg00975854"
"1302","cg00450060"
"1303","cg00576639"
"1304","cg23935120"
"1305","cg09261020"
"1306","cg21269758"
"1307","cg21400344"
"1308","cg22442430"
"1309","cg06080267"
"1310","cg08246520"
"1311","cg00653744"
"1312","cg16836311"
"1313","cg07574241"
"1314","cg11688628"
"1315","cg24596570"
"1316","cg03534305"
"1317","cg20302420"
"1318","cg00465927"
"1319","cg23236404"
"1320","cg17603057"
"1321","cg14076195"
"1322","cg19497548"
"1323","cg07232730"
"1324","cg23978062"
"1325","cg00349061"
"1326","cg13788820"
"1327","cg19411708"
"1328","cg10199164"
"1329","cg07916101"
"1330","cg15934879"
"1331","cg04852280"
"1332","cg19251549"
"1333","cg12068069"
"1334","cg00300879"
"1335","cg10096100"
"1336","cg19516105"
"1337","cg21410994"
"1338","cg13687998"
"1339","cg23895234"
"1340","cg22945302"
"1341","cg00768487"
"1342","cg19234591"
"1343","cg14082413"
"1344","cg23053573"
"1345","cg13857689"
"1346","cg09634659"
"1347","cg05770238"
"1348","cg15090202"
"1349","cg00851154"
"1350","cg04028874"
"1351","cg14011486"
"1352","cg02388865"
"1353","cg03980745"
"1354","cg00792938"
"1355","cg18234561"
"1356","cg08876662"
"1357","cg10837265"
"1358","cg06758143"
"1359","cg10577937"
"1360","cg14989462"
"1361","cg00066499"
"1362","cg10800585"
