"","x"
"337","cg14565919"
"338","cg27312359"
"339","cg23677039"
"340","cg00577361"
"341","cg26572042"
"342","cg08463298"
"343","cg17216478"
"344","cg17196364"
"345","cg13377965"
"346","cg07142010"
"347","cg00631482"
"348","cg10538929"
"349","cg24447680"
"350","cg25940827"
"351","cg09182375"
"352","cg26535650"
"353","cg15597364"
"354","cg23802451"
"355","cg04161137"
"356","cg00937518"
"357","cg09136099"
"358","cg15447913"
"359","cg24368899"
"360","cg07785945"
"361","cg11811391"
"362","cg16430505"
"363","cg09896346"
"364","cg16351869"
"365","cg10708588"
"366","cg10926222"
"367","cg08261032"
"368","cg08279092"
"369","cg15988345"
"370","cg07595346"
"371","cg23021014"
"372","cg04552500"
"373","cg01590970"
"374","cg14499653"
"375","cg15561201"
"376","cg25253636"
"377","cg16712094"
"378","cg03255942"
"379","cg15712177"
"380","cg19270505"
"381","cg04221877"
"382","cg15014975"
"383","cg07236781"
"384","cg16663955"
"385","cg22019094"
"386","cg08948442"
"387","cg14284699"
"388","cg11240755"
"389","cg22943243"
"390","cg06216620"
"391","cg26314868"
"392","cg00703260"
"393","cg23267217"
"394","cg24930443"
"395","cg08255137"
"396","cg13532350"
"397","cg17158829"
"398","cg10121294"
"399","cg11529190"
"400","cg22494505"
"401","cg03940437"
"402","cg23214166"
"403","cg06641938"
"404","cg04990556"
"405","cg12813724"
"406","cg06368558"
"407","cg16720365"
"408","cg05304531"
"409","cg10292832"
"410","cg16395432"
"411","cg24544309"
"412","cg23283076"
"413","cg08939008"
"414","cg21290647"
"415","cg16160895"
"416","cg13399755"
"417","cg24943329"
"418","cg18267790"
"419","cg17820878"
"420","cg18594482"
"421","cg03769927"
"422","cg26151283"
"423","cg07022953"
"424","cg16968115"
"425","cg05590948"
"426","cg22627866"
"427","cg21115433"
"428","cg21983517"
"429","cg12479630"
"430","cg04704947"
"431","cg05786725"
"432","cg25835819"
"433","cg24458833"
"434","cg26411549"
"435","cg03512248"
"436","cg13436232"
"437","cg00972603"
"438","cg13142499"
"439","cg00107241"
"440","cg05157318"
"441","cg05694921"
"442","cg09810059"
"443","cg01928910"
"444","cg01731204"
"445","cg25204088"
"446","cg13854500"
"447","cg09933215"
"448","cg08734125"
"449","cg22706424"
"450","cg18368411"
"451","cg07478791"
"452","cg00583861"
"453","cg17879376"
"454","cg00973823"
"455","cg00925616"
"456","cg25192948"
"457","cg17462394"
"458","cg20846236"
"459","cg22348752"
"460","cg17105151"
"461","cg02374817"
"462","cg15726025"
"463","cg21931991"
"464","cg26821750"
"465","cg10994944"
"466","cg15116327"
"467","cg11167537"
"468","cg06713267"
"469","cg19901191"
"470","cg05797186"
"471","cg11840711"
"472","cg10993459"
"473","cg26150754"
"474","cg06786238"
"475","cg15822908"
"476","cg00249030"
"477","cg05627078"
"478","cg08128087"
"479","cg17932726"
"480","cg07351084"
"481","cg22397446"
"482","cg09266738"
"483","cg02487499"
"484","cg24426733"
"485","cg08247053"
"486","cg01716680"
"487","cg05046525"
"488","cg03754582"
"489","cg20800296"
"490","cg14181387"
"491","cg07905888"
"492","cg02711976"
"493","cg22851880"
"494","cg18131141"
"495","cg21439896"
"496","cg17369438"
"497","cg00543329"
"498","cg06350612"
"499","cg14669906"
"500","cg03397389"
"501","cg08376211"
"502","cg25052737"
"503","cg13500072"
"504","cg19809977"
"505","cg19695415"
"506","cg07175367"
"507","cg22690046"
"508","cg26030770"
"509","cg15725228"
"510","cg01430725"
"511","cg07167688"
"512","cg02483735"
"513","cg16911275"
"514","cg24673742"
"515","cg27229484"
"516","cg06956098"
"517","cg22712703"
"518","cg04878955"
"519","cg14522793"
"520","cg07362625"
"521","cg04299080"
"522","cg11664456"
"523","cg13207501"
"524","cg13064049"
"525","cg08599259"
"526","cg12714180"
"527","cg15489005"
"528","cg24108215"
"529","cg09359017"
"530","cg14667685"
"531","cg22850304"
"532","cg02678943"
"533","cg22080061"
"534","cg08943107"
"535","cg22851420"
"536","cg21011110"
"537","cg10490227"
"538","cg04023370"
"539","cg17013432"
"540","cg26690232"
"541","cg17595347"
"542","cg18646240"
"543","cg08707192"
"544","cg26266862"
"545","cg13683282"
"546","cg09795680"
"547","cg16407604"
"548","cg14285050"
"549","cg10994596"
"550","cg09556632"
"551","cg12610061"
"552","cg14807701"
"553","cg23646212"
"554","cg18127380"
"555","cg00622670"
"556","cg20458812"
"557","cg00630164"
"558","cg13150171"
"559","cg17184491"
"560","cg13784898"
"561","cg16432235"
"562","cg12034678"
"563","cg13547925"
"564","cg02059391"
"565","cg07843219"
"566","cg18382599"
"567","cg06982917"
"568","cg25285237"
"569","cg14180916"
"570","cg26188818"
"571","cg14780649"
"572","cg25309558"
"573","cg26153096"
"574","cg24695281"
"575","cg11839415"
"576","cg07719884"
"577","cg25844639"
"578","cg15524063"
"579","cg09372755"
"580","cg04391356"
"581","cg15812329"
"582","cg24324755"
"583","cg06766307"
"584","cg18761929"
"585","cg22334962"
"586","cg05050882"
"587","cg04400540"
"588","cg25965539"
"589","cg23736359"
"590","cg21133933"
"591","cg00002837"
"592","cg20243285"
"593","cg25383871"
"594","cg18017761"
"595","cg01604592"
"596","cg23021241"
"597","cg22820375"
"598","cg10224098"
"599","cg10808027"
"600","cg26816438"
"601","cg01376847"
"602","cg22023046"
"603","cg09292826"
"604","cg14565781"
"605","cg01059432"
"606","cg01913970"
"607","cg08425065"
"608","cg24119085"
"609","cg08593121"
"610","cg26896569"
"611","cg15071854"
"612","cg27377183"
"613","cg22536808"
"614","cg22350160"
"615","cg14220678"
"616","cg26254453"
"617","cg01717636"
"618","cg18577128"
"619","cg06703079"
"620","cg19857071"
"621","cg14709691"
"622","cg09227800"
"623","cg26823060"
"624","cg16163324"
"625","cg19406259"
"626","cg16519173"
"627","cg21915639"
"628","cg24860169"
"629","cg22604316"
"630","cg12663321"
"631","cg05403508"
"632","cg01325754"
"633","cg15933935"
"634","cg26914061"
"635","cg26913791"
"636","cg11528978"
"637","cg26210511"
"638","cg15501359"
"639","cg06619077"
"640","cg02291556"
"641","cg15049308"
"642","cg00955828"
"643","cg03752218"
"644","cg08638320"
"645","cg26366304"
"646","cg13682692"
"647","cg09515767"
"648","cg16013720"
"649","cg06829686"
"650","cg19499924"
"651","cg22524657"
"652","cg11915739"
"653","cg22234394"
"654","cg18540492"
"655","cg11358565"
"656","cg12911732"
"657","cg23097402"
"658","cg10512745"
"659","cg12756396"
"660","cg09275956"
"661","cg08890084"
"662","cg16119852"
"663","cg07370959"
"664","cg00162673"
"665","cg21715339"
"666","cg14279121"
"667","cg23606758"
"668","cg16965475"
"669","cg25851425"
"670","cg11279444"
"671","cg26827702"
"672","cg17147442"
"673","cg01869657"
"674","cg18202502"
"675","cg24465376"
"676","cg17049041"
"677","cg22814417"
"678","cg11757945"
"679","cg01394013"
"680","cg16784923"
"681","cg02031423"
"682","cg22820285"
"683","cg19022697"
"684","cg15645660"
"685","cg07976644"
"686","cg25011368"
"687","cg01444643"
"688","cg11959647"
"689","cg25617691"
"690","cg26068551"
"691","cg17491850"
"692","cg03384825"
"693","cg08458292"
"694","cg05375728"
"695","cg04208114"
"696","cg00543485"
"697","cg15995771"
"698","cg04120428"
"699","cg20690488"
"700","cg23137165"
"701","cg04289130"
"702","cg22293223"
"703","cg10671215"
"704","cg25837719"
"705","cg21561370"
"706","cg09588271"
"707","cg16028201"
"708","cg22595806"
"709","cg07377675"
"710","cg10950050"
"711","cg12485685"
"712","cg15617155"
"713","cg06962177"
"714","cg17734803"
"715","cg22724741"
"716","cg09726328"
"717","cg14800796"
"718","cg07160589"
"719","cg20994490"
"720","cg12730853"
"721","cg19745637"
"722","cg14425609"
"723","cg06748470"
"724","cg14792081"
"725","cg13379827"
"726","cg10578696"
"727","cg17526470"
"728","cg26615127"
"729","cg18117228"
"730","cg10062258"
"731","cg03607891"
"732","cg27519411"
"733","cg06568431"
"734","cg01802975"
"735","cg11152634"
"736","cg16110541"
"737","cg03935244"
"738","cg23730181"
"739","cg23624008"
"740","cg22718189"
"741","cg00989226"
"742","cg04847795"
"743","cg17218713"
"744","cg23647191"
"745","cg14963735"
"746","cg03726881"
"747","cg11920312"
"748","cg05352161"
"749","cg02709834"
"750","cg01066472"
"751","cg03445694"
"752","cg12764034"
"753","cg07923233"
"754","cg08057138"
"755","cg21526205"
"756","cg22600394"
"757","cg02988267"
"758","cg12604058"
"759","cg03742620"
"760","cg25288420"
"761","cg24719487"
"762","cg10433438"
"763","cg16678153"
"764","cg15575098"
"765","cg10230190"
"766","cg12432846"
"767","cg07130520"
"768","cg25277534"
"769","cg22123915"
"770","cg20293609"
"771","cg00418071"
"772","cg07015775"
"773","cg00466121"
"774","cg06785712"
"775","cg11088137"
"776","cg04579203"
"777","cg03423077"
"778","cg15823064"
"779","cg10200477"
"780","cg01393939"
"781","cg20288836"
"782","cg09070697"
"783","cg00388605"
"784","cg14010405"
"785","cg07895524"
"786","cg00083652"
"787","cg06549928"
"788","cg00660251"
"789","cg22507154"
"790","cg15992284"
"791","cg04560225"
"792","cg14419975"
"793","cg16400631"
"794","cg12525822"
"795","cg23216101"
"796","cg10890233"
"797","cg05027081"
"798","cg15207618"
"799","cg00342358"
"800","cg23636324"
"801","cg01515515"
"802","cg03421440"
"803","cg10896924"
"804","cg23600177"
"805","cg23712405"
"806","cg18316974"
"807","cg23812393"
"808","cg11412935"
"809","cg26015176"
"810","cg20813081"
"811","cg00661620"
"812","cg04767359"
"813","cg13818169"
"814","cg15463775"
"815","cg05962718"
"816","cg18760729"
"817","cg05797295"
"818","cg26286429"
"819","cg00141522"
"820","cg12250052"
"821","cg04938255"
"822","cg19906608"
"823","cg13856647"
"824","cg09326529"
"825","cg05097179"
"826","cg18143535"
"827","cg22045340"
"828","cg04101267"
"829","cg05043032"
"830","cg07825681"
"831","cg11584101"
"832","cg17985656"
"833","cg21737675"
"834","cg21451265"
"835","cg00033127"
"836","cg06060191"
"837","cg21641231"
"838","cg21730080"
"839","cg12909559"
"840","cg14022530"
"841","cg07568665"
"842","cg22602002"
"843","cg19633675"
"844","cg07354738"
"845","cg04365817"
"846","cg23102367"
"847","cg18323466"
"848","cg18757941"
"849","cg07400091"
"850","cg05270922"
"851","cg03520644"
"852","cg10102721"
"853","cg02636497"
"854","cg05337192"
"855","cg12727462"
"856","cg11911399"
"857","cg12122743"
"858","cg16977637"
"859","cg21877005"
"860","cg15701440"
"861","cg16998883"
"862","cg08945988"
"863","cg11857025"
"864","cg27528695"
"865","cg16257375"
"866","cg08073214"
"867","cg02103745"
"868","cg07319143"
"869","cg08911820"
"870","cg15597480"
"871","cg12419308"
"872","cg21644334"
"873","cg01564068"
"874","cg25210835"
"875","cg19406040"
"876","cg06809252"
"877","cg07598082"
"878","cg19065748"
"879","cg00924484"
"880","cg04161784"
"881","cg12690333"
"882","cg21787620"
"883","cg13400003"
"884","cg08864105"
"885","cg26115312"
"886","cg07197785"
"887","cg02847098"
"888","cg21997456"
"889","cg19410790"
"890","cg11794881"
"891","cg04787602"
"892","cg17427781"
"893","cg07723921"
"894","cg23923856"
"895","cg19260885"
"896","cg14377169"
"897","cg08355353"
"898","cg06201907"
"899","cg21079994"
"900","cg00963079"
"901","cg16709384"
"902","cg14912723"
"903","cg09845488"
"904","cg07212644"
"905","cg16145701"
"906","cg10595388"
"907","cg01567634"
"908","cg19901801"
"909","cg02157078"
"910","cg25720121"
"911","cg00337821"
"912","cg17645130"
"913","cg23620052"
"914","cg03964233"
"915","cg10440578"
"916","cg14867388"
"917","cg15558982"
"918","cg25067242"
"919","cg13414221"
"920","cg21863110"
"921","cg24106636"
"922","cg23247704"
"923","cg02855836"
"924","cg11855834"
"925","cg00027570"
"926","cg20963995"
"927","cg06854150"
"928","cg00810529"
"929","cg18080636"
"930","cg16411979"
"931","cg16713069"
"932","cg15080701"
"933","cg14962774"
"934","cg01105494"
"935","cg24884142"
"936","cg01912586"
"937","cg01085347"
"938","cg03852045"
"939","cg18788524"
"940","cg25197698"
"941","cg03393821"
"942","cg08001629"
"943","cg15395193"
"944","cg03987003"
"945","cg26022992"
"946","cg27236173"
"947","cg17949451"
"948","cg03852219"
"949","cg17175624"
"950","cg22619763"
"951","cg22690212"
"952","cg19301058"
"953","cg05161602"
"954","cg11659025"
"955","cg25200152"
"956","cg04869838"
"957","cg03102494"
"958","cg22685226"
"959","cg17906269"
"960","cg09822051"
"961","cg07231649"
"962","cg19425237"
"963","cg21479860"
"964","cg07315993"
"965","cg15642292"
"966","cg10055771"
"967","cg09415814"
"968","cg23115219"
"969","cg11404129"
"970","cg16559275"
"971","cg24441324"
"972","cg24285922"
"973","cg26546646"
"974","cg25476575"
"975","cg17171150"
"976","cg11821626"
"977","cg24294159"
"978","cg24547755"
"979","cg16055614"
"980","cg07367563"
"981","cg25621096"
"982","cg00569385"
"983","cg07371589"
"984","cg27228276"
"985","cg09185948"
"986","cg24720336"
"987","cg17859048"
"988","cg02388783"
"989","cg02304271"
"990","cg12944506"
"991","cg17278771"
"992","cg01538659"
"993","cg13376886"
"994","cg21028145"
"995","cg02978142"
"996","cg06221680"
"997","cg07804111"
"998","cg22604218"
"999","cg24425838"
"1000","cg02813207"
"1001","cg03106313"
"1002","cg01603146"
"1003","cg24645670"
"1004","cg01057742"
"1005","cg05921170"
"1006","cg06872500"
"1007","cg17714793"
"1008","cg04990202"
"1009","cg20699227"
"1010","cg01164015"
"1011","cg07240937"
"1012","cg07961659"
"1013","cg06173481"
"1014","cg16247817"
"1015","cg15893127"
"1016","cg22153745"
"1017","cg14198950"
"1018","cg07704502"
"1019","cg02861733"
"1020","cg10080072"
"1021","cg19939555"
"1022","cg10687301"
"1023","cg26036199"
"1024","cg07948599"
"1025","cg09895920"
"1026","cg09275000"
"1027","cg25682174"
"1028","cg24000797"
"1029","cg17167920"
"1030","cg12333498"
"1031","cg17581505"
"1032","cg09373211"
"1033","cg24296484"
"1034","cg20489272"
"1035","cg00151906"
"1036","cg11135108"
"1037","cg07992259"
"1038","cg25017976"
"1039","cg01437836"
"1040","cg11750116"
"1041","cg00634145"
"1042","cg12620771"
"1043","cg12771053"
"1044","cg06193775"
"1045","cg14666069"
"1046","cg15497761"
"1047","cg17257175"
"1048","cg12678006"
"1049","cg23302438"
"1050","cg16813767"
"1051","cg01802344"
"1052","cg06444207"
"1053","cg05397514"
"1054","cg14788660"
"1055","cg04706183"
"1056","cg20773956"
"1057","cg10231603"
"1058","cg27295678"
"1059","cg04574991"
"1060","cg00090103"
"1061","cg14524775"
"1062","cg10829264"
"1063","cg07588109"
"1064","cg17408166"
"1065","cg22505746"
"1066","cg00304959"
"1067","cg18130800"
"1068","cg02696763"
"1069","cg10096929"
"1070","cg27228868"
"1071","cg08784511"
"1072","cg06267636"
"1073","cg24361162"
"1074","cg09793584"
"1075","cg14087168"
"1076","cg00089372"
"1077","cg24041872"
"1078","cg16269733"
"1079","cg11823463"
"1080","cg03645783"
"1081","cg24251193"
"1082","cg11949207"
"1083","cg17487993"
"1084","cg18534318"
"1085","cg09936845"
"1086","cg22629266"
"1087","cg04811924"
"1088","cg13795627"
"1089","cg08231697"
"1090","cg16543561"
"1091","cg14086045"
"1092","cg22335802"
"1093","cg02985724"
"1094","cg02994162"
"1095","cg13552867"
"1096","cg26146390"
"1097","cg22802111"
"1098","cg09254318"
"1099","cg27510197"
"1100","cg15623398"
"1101","cg01551350"
"1102","cg24645681"
"1103","cg13906823"
"1104","cg11681332"
"1105","cg22276985"
"1106","cg24599107"
"1107","cg09685289"
"1108","cg16673712"
"1109","cg09755039"
"1110","cg12584865"
"1111","cg07835668"
"1112","cg17010827"
"1113","cg15089025"
"1114","cg27311414"
"1115","cg04311476"
"1116","cg10318121"
"1117","cg27223727"
"1118","cg11214962"
"1119","cg02620307"
"1120","cg08527195"
"1121","cg02832305"
"1122","cg26663636"
"1123","cg02973320"
"1124","cg13485746"
"1125","cg01782790"
"1126","cg17140133"
"1127","cg06750897"
"1128","cg10815625"
"1129","cg26907429"
"1130","cg07564188"
"1131","cg09277749"
"1132","cg02229993"
"1133","cg23615262"
"1134","cg15896487"
"1135","cg26248173"
"1136","cg25251183"
"1137","cg26677602"
"1138","cg09032544"
"1139","cg16770745"
"1140","cg01510813"
"1141","cg01782826"
"1142","cg10994639"
"1143","cg04405332"
"1144","cg05702448"
"1145","cg13579901"
"1146","cg18018245"
"1147","cg00040367"
"1148","cg03025248"
"1149","cg03348149"
"1150","cg20146489"
"1151","cg09767346"
"1152","cg07149609"
"1153","cg22371492"
"1154","cg00540353"
"1155","cg14826401"
"1156","cg14840309"
"1157","cg16409744"
"1158","cg04465974"
"1159","cg09247534"
"1160","cg18280007"
"1161","cg05726263"
"1162","cg12072587"
"1163","cg21384371"
"1164","cg26937809"
"1165","cg04705273"
"1166","cg12557214"
"1167","cg06033268"
"1168","cg19440254"
"1169","cg18539546"
"1170","cg09319617"
"1171","cg24932457"
"1172","cg17105834"
"1173","cg20846447"
"1174","cg01931994"
"1175","cg17110006"
"1176","cg04940824"
"1177","cg26915952"
"1178","cg14205576"
"1179","cg26691567"
"1180","cg05350800"
"1181","cg14014471"
"1182","cg15396800"
"1183","cg10821136"
"1184","cg14024780"
"1185","cg27230496"
"1186","cg22225298"
"1187","cg15545772"
"1188","cg20318608"
"1189","cg09126043"
"1190","cg21944557"
"1191","cg03396826"
"1192","cg22683038"
"1193","cg07320311"
"1194","cg05267654"
"1195","cg10500218"
"1196","cg19827716"
"1197","cg20741134"
"1198","cg21963643"
"1199","cg21790369"
"1200","cg01419479"
"1201","cg23045255"
"1202","cg00153856"
"1203","cg07144296"
"1204","cg03982831"
"1205","cg09228562"
"1206","cg26013028"
"1207","cg07180603"
"1208","cg21751491"
"1209","cg06024806"
"1210","cg19300655"
"1211","cg12222949"
"1212","cg08150403"
"1213","cg23386623"
"1214","cg09994391"
"1215","cg22068773"
"1216","cg13788537"
"1217","cg14172633"
"1218","cg10180406"
"1219","cg12047012"
"1220","cg05931087"
"1221","cg08913815"
"1222","cg21155063"
"1223","cg14790772"
"1224","cg00774769"
"1225","cg00564737"
"1226","cg10519406"
"1227","cg02736602"
"1228","cg17723299"
"1229","cg16353957"
"1230","cg19704348"
"1231","cg08128826"
"1232","cg23996829"
"1233","cg18394216"
"1234","cg05519235"
"1235","cg00001583"
"1236","cg17873998"
"1237","cg24412469"
"1238","cg10311240"
"1239","cg16010827"
"1240","cg24433868"
"1241","cg03940137"
"1242","cg13300273"
"1243","cg22213391"
"1244","cg16409409"
"1245","cg21406113"
"1246","cg12587954"
"1247","cg18157738"
"1248","cg25367926"
"1249","cg09960211"
"1250","cg21306294"
"1251","cg24859316"
"1252","cg13554744"
"1253","cg20947259"
"1254","cg04287574"
"1255","cg00946032"
"1256","cg09857259"
"1257","cg18793088"
"1258","cg17589325"
"1259","cg15622697"
"1260","cg09120138"
"1261","cg04517244"
"1262","cg04125586"
"1263","cg17219660"
"1264","cg04364194"
"1265","cg08649954"
"1266","cg09887955"
"1267","cg09363587"
"1268","cg23278267"
"1269","cg27379088"
"1270","cg25911023"
"1271","cg04504182"
"1272","cg24354901"
"1273","cg15891747"
"1274","cg27194084"
"1275","cg24321483"
"1276","cg23808931"
"1277","cg03655662"
"1278","cg11713664"
"1279","cg16102351"
"1280","cg00256767"
"1281","cg06637812"
"1282","cg13090058"
"1283","cg09852199"
"1284","cg25407979"
"1285","cg20034980"
"1286","cg16376736"
"1287","cg22733051"
"1288","cg21680979"
"1289","cg22817352"
"1290","cg08241939"
"1291","cg13098379"
"1292","cg01418162"
"1293","cg15823386"
"1294","cg20290360"
"1295","cg21214746"
"1296","cg00997411"
"1297","cg13459217"
"1298","cg02954735"
"1299","cg15651650"
"1300","cg06903544"
"1301","cg03220945"
"1302","cg00783945"
"1303","cg17284384"
"1304","cg24054215"
"1305","cg06524630"
"1306","cg27432686"
"1307","cg17940251"
"1308","cg16192320"
"1309","cg17220933"
"1310","cg03812320"
"1311","cg08128274"
"1312","cg00008647"
"1313","cg10234282"
"1314","cg22714290"
"1315","cg04872593"
"1316","cg14027857"
"1317","cg14201291"
"1318","cg08920249"
"1319","cg00257659"
"1320","cg06616057"
"1321","cg27167413"
"1322","cg04352962"
"1323","cg06098761"
"1324","cg20270863"
"1325","cg05723989"
"1326","cg07309941"
"1327","cg12867939"
"1328","cg23057040"
"1329","cg12735892"
"1330","cg04976746"
"1331","cg05544267"
"1332","cg20999912"
"1333","cg24143933"
"1334","cg10196290"
"1335","cg07915981"
"1336","cg14988680"
"1337","cg05817664"
"1338","cg21281234"
"1339","cg24141233"
"1340","cg09039914"
"1341","cg20613400"
"1342","cg16008609"
"1343","cg17386801"
"1344","cg17087479"
"1345","cg23992410"
"1346","cg22489498"
"1347","cg16402835"
"1348","cg07031542"
"1349","cg11753771"
"1350","cg19646445"
"1351","cg22356593"
"1352","cg15686216"
"1353","cg18765678"
"1354","cg21964391"
"1355","cg26930448"
"1356","cg24763568"
"1357","cg17934824"
"1358","cg01558923"
"1359","cg03599978"
"1360","cg20796294"
"1361","cg14825828"
"1362","cg22480244"
